Title,Author,Date,Content,Image Path,Article URL,Markdown File
"Anne Faurote, California",Ariella Granett,2023-08-28 00:00:00 +0300,"I love the beauty of the earth and cannot fathom that I might be a partner in its demise. Thus, I have turned down a job that requires me to fly. It is a good decision.",/images/Image.jpeg.jpeg,https://flightfree.org/stories-4/anne-faurote-california,2023-08-28-anne-faurote-california.md
"Lori Girshick, Arizona",Ariella Granett,2023-08-13 00:00:00 +0300,I was inspired a few years ago by Greta Thunberg who said she would never fly again. I already have solar panels and an electric car. I’ve also been vegan for 40+ years which is another key step to personal and global change. Going vegan is more important now than ever! I want to do my part. I am a hiker but it is getting so hot in Arizona I haven’t hiked all year. Our lives are changing so much I feel we need to make big changes at the individual level and global level.,/images/Lori2.jpeg,https://flightfree.org/stories-4/lori-girshick-arizona,2023-08-13-lori-girshick-arizona.md
"Andronetta Douglass, Washington",Ariella Granett,2023-08-07 00:00:00 +0300,I generally travel by city bus while home. I was a world traveler but my last flight was in 2019 and I vow to only fly for emergencies that require it. I have taken the train from Bellingham WA to Milwaukee WI. I met a lot of interesting people. We need to improve our train system.,/images/image-asset.jpg,https://flightfree.org/stories-4/andronetta-douglass-washington,2023-08-07-andronetta-douglass-washington.md
"Don Rechtman, China",Ariella Granett,2023-07-25 00:00:00 +0300,"I'm a US citizen currently residing in China. Travel in China on today's modern China high speed trains is more convenient, comfortable, less expensive and far less troublesome than is flying. The actual trip may take a little longer, but even for long distances is quite acceptable; dramatically reduced time for check-in and security checks actually make up for the difference on shorter trips! (Security is quite equivalent to that of flying.)Post-COVID, more ocean freight lines are now offering passenger options for long distance travel. Boats and trains are the best options environmentally, and should I ever decide to return to the States or visit other continents, it will be by boat. The notable exception is Europe: thanks to the expansion of Eurasian rail services between China, Europe, Laos and other regions, rail, the greenest mass transport of all, is now a great option for travel!",/images/image003.jpg,https://flightfree.org/stories-4/don-rechtman-china,2023-07-25-don-rechtman-china.md
"Paul Sheeran, California",Ariella Granett,2023-07-22 00:00:00 +0300,"My wife and I have always been environmentally conscious and have walked the walk long before society adopted certain important environmental behaviors. We started sorting and recycling our trash in the 1990’s before there was curbside recycling. At the same time we bought a backyard composter and  started composting our compostable waste. We buy and consume predominantly organically produced food that is locally grown and in season. We have bought and driven only the most high mileage vehicles starting with our first hybrid in 2003, moving onto a plug-in hybrid, and now drive an EV which requires no consumption of fossil fuels. We live in Davis, California where it gets very hot in the summer. To stay comfortable, we use a whole house fan instead of the air conditioner unless we have an extended heat wave of over 100 degrees. We used to travel with our family every year to Hawaii and occasionally to Europe. My wife and I had planned a trip to Europe in early 2020. Then the pandemic hit and we had to cancel our plans. I was very disappointed at first, but this event gave me the opportunity and time to reflect on the consequences of air travel. Why, I asked myself, do I embrace all these environmentally friendly activities when I still fly and pump out enormous amounts of CO2 as a result? I have been retired for 13 years, am a healthy 72 years old, and thought that this time of my life would be my chance to see the world. But my thinking has changed. I have decided to only travel by air if family events such as funerals and weddings require such. Traveling by air for pleasure is not conceivable for me at present. There is Amtrak, my bicycle, and our EV. This decision not to travel by air has given me a greater appreciation for where I live: the most beautiful area of the most beautiful state where we grow the most beautiful, tasty, and healthy food in all the world. Why would I go elsewhere and despoil our beautiful planet?",/images/unnamed.jpg,https://flightfree.org/stories-4/paul-sheeran-california,2023-07-22-paul-sheeran-california.md
"Retired State Senator Rob Hogg, Iowa",Ariella Granett,2023-07-14 00:00:00 +0300,I gave up air travel in 2002 because of the very high climate pollution per passenger from air travel. The science is clear that we must cut our climate pollution by 50% or more by 2030 - that's the minimum needed - and eliminating or reducing air travel is one of the solutions we urgently need.,/images/Higley+Outside+01-27-23.png,https://flightfree.org/stories-4/former-state-senator-rob-hogg-iowa,2023-07-14-retired-state-senator-rob-hogg-iowa.md
"Charles Crawley, Iowa",Ariella Granett,2023-07-12 00:00:00 +0300,"After many years ofour former State Senator, Rob Hogg, urging us not to fly, my wife and I decided to not fly anywhere unless we absolutely had to (death, emergency). We will drive wherever we need to go, as well as looking into train and bus travel whenever feasible. We were so happy to read the article""Planes, Trains, and Decarbonization: Is a future without air travel possible?""by Dayton Martindale in the Summer 2023 issue of the Sierra magazine. It said what we had been thinking, and it led us to the Flight Free USA website, where we can join others who've come to the same conclusion. We flew enough in our lifetimes. It's time now to repent and do as little air travel as possible.",/images/unnamed.jpg,https://flightfree.org/stories-4/charles-crawley-iowa,2023-07-12-charles-crawley-iowa.md
"Mandy Beckley, New York",Ariella Granett,2023-07-11 00:00:00 +0300,"After a friend posted his decision to not fly anymore on social media, a huge welling of truth came up inside me and I knew it was true for me too. It doesn't make any sense that those of us in the US wouldn't have to make decisions like this as climate collapse grows big in our periphery. The more of us who make these decisions and talk to others about it, the more people may come to see themselves in these choices. It also steels me against the false notion of not being able to ""do"" anything. While it's clear that oil corps are the huge producers of CO2, they aren't anything without consumers. We have agency to refuse. Bonus points is that by pledging to not fly during the pandemic, we can prevent never-ending variants of COVID from spreading globally. Other than family emergencies and the dream of one trip to Italy/Ireland to see ancestral land, I will not fly in an airplane ever again.",/images/20221225_182715.jpg,https://flightfree.org/stories-4/mandy-beckley-new-york,2023-07-11-mandy-beckley-new-york.md
"Seve Ghose, California",Ariella Granett,2023-06-27 00:00:00 +0300,"Following from the pandemic, I pledged to not fly anymore based on two premises—one that it is great to use sustainable alternative transportation and see more of the countryside, and the second is that with the societal changes evident now of saying and doing whatever one chooses irrespective of the consequences, makes for flying not what it used to be. I have been flying since the early seventies worldwide and it has totally lost its luster, in every way possible.I do not see myself flying again as I am afraid that I will say or do something that will result in personal hardship. I still get to where I need to be without any of the stress related to airline travel, while doing my part intrinsically in reducing my carbon footprint.",/images/Seve+at+Lincoln+GC+1.JPG,https://flightfree.org/stories-4/seve-ghose-california,2023-06-27-seve-ghose-california.md
"Ruah Swennerfelt, Vermont",Ariella Granett,2023-06-02 00:00:00 +0300,"My husband and I stopped mostly flying in 1995. We traveled a lot for our work and used Greyhound and Amtrak, with an occasional flight, when it was the only option. Now we tell people we don't fly except in a family emergency. We are strong advocates of Amtrak and encourage people to take the time, relax, read, meet new people, and give extra time for delays.",/images/A090BCD8-CC2F-4182-AE11-B938C484BB11.jpg,https://flightfree.org/stories-4/ruah-swennerfelt-vermont,2023-06-02-ruah-swennerfelt-vermont.md
"Jon Mill, Michigan",Ariella Granett,2023-04-30 00:00:00 +0300,I am 51 years old and I am pledging to not fly the rest of my life. I don’t have to fly for work. I live in Michigan’s Upper Peninsula so I don’t have to fly anywhere for beautiful forests and beaches. When I do travel I drive using a hybrid vehicle.Jon read about Flight Free USA in this article:https://www.outsideonline.com/adventure-travel/essays/should-i-stop-flying/,/images/IMG_0199.jpg,https://flightfree.org/stories-4/jon-mill-michigan,2023-04-30-jon-mill-michigan.md
"Richard Reiss, New York",Ariella Granett,2023-04-07 00:00:00 +0300,"I stopped flying in 2012, the day after we interviewed Klaus Lackner, a pioneer in carbon capture. This is just a minute and a half to explain why:https://youtu.be/_4KnK9hdnxwRichard Reiss is Executive Director of The City Atlas and developed a cooperative game that shows what it takes to decarbonize NYC. It's in use at universities including Carnegie Mellon, CMU Africa, Harvard, Vanderbilt, Yale, Brown, and University College Dublin, and now also in 12 public high schools in NYC. They are working to replicate this method for every city, to help secondary schools meet the climate literacy goals of the UNFCCC Article 6 and Article 12 of the Paris Agreement. Because the game, Energetic, is accurate to the current energy mix, an updatable online version can also inform the public on what needs to be done -- this will hold governments accountable on a local level, and the sum of the local levels helps policy at the global level succeed. #PlayEnergeticCity Atlas podcast:https://newyork.thecityatlas.org/people/ro-randall/More information about Energetic, the game to decarbonize NYC:https://newyork.thecityatlas.org/people/energetic-teachers/",/images/1604943486026.jpg,https://flightfree.org/stories-4/richard-reiss-new-york,2023-04-07-richard-reiss-new-york.md
"Theresa Haywood, Vermont",Ariella Granett,2023-03-14 00:00:00 +0300,"Even though I live 1200 miles away from my family in the Midwest, my husband and I have utilized Amtrak almost exclusively over the last 15 years to make the journey to visit. In part to accommodate reduced time off work, and in part to appear less rigid, I would typically book a plane trip every couple of years to visit family who live in the Southwest. I appreciate the work of Flight Free USA to encourage us to stand together and refrain from flying as a conscientious act to reduce climate change. It really only took seeing the pledges of others to make me realize that I too no longer wish to take an occasional flight as a ""normal"" mode of travel. Thank you!",/images/IMG_4206.jpg,https://flightfree.org/stories-4/theresa-haywood-vermont,2023-03-14-theresa-haywood-vermont.md
"David Quick, South Carolina",Ariella Granett,2023-03-05 00:00:00 +0300,Our living planet - as we know it - is dying. Trying everything I know to do my part. Not flying is low-hanging fruit.Last flight - 2018.,/images/david.jpg,https://flightfree.org/stories-4/david-quick-south-carolina,2023-03-05-david-quick-south-carolina.md
"Bethany Bretzik, Pennsylvania",Ariella Granett,2023-03-05 00:00:00 +0300,"The climate crisis demands immediate action from every person, family, company, and government on the planet, but most especially from those who live in wealthier countries. Recreational flying is one of the worst actions people take against the environment, due to all the emissions created by airplanes. That is why my husband and I pledge to go flight-free for the remainder of our lives. We will only travel via more sustainable methods, and we will find many amazing wonders right in our local area!",/images/image-asset.jpeg,https://flightfree.org/stories-4/bethany-bretzik-amp-jim-thorpe-pennsylvania,2023-03-05-bethany-bretzik-pennsylvania.md
"Rob Stevens, Washington",Ariella Granett,2023-02-28 00:00:00 +0300,"I cannot, in good conscience, continue to fly while knowing that climate change is affecting our planet and my lifestyle is having a detrimental impact on it.",/images/Rob.jpg,https://flightfree.org/stories-4/rob-stevens-washington,2023-02-28-rob-stevens-washington.md
"Rick Meis, Oregon",Ariella Granett,2023-02-27 00:00:00 +0300,"The last time I flew was the year Greta Thunberg was born. It was nearly 10 years before that when I learned that flying is a far too significant contributor to our climate crisis. (Plus, I hate airports and love riding trains.) Personally, I am shocked that the vast majority of people who both call themselves 'environmentalists' and claim to be concerned about, and working on, the issues of our climate crisis refuse to even discuss reduction of air travel.We cannot measure how the climate crisis is being addressed by the far too often quoted hollow words of leaders and politicians. The only thing that counts is substantive action.",/images/RickCusickMtn.JPG,https://flightfree.org/stories-3/rick-meis-oregon,2023-02-27-rick-meis-oregon.md
"Sam Dahnert, Wyoming",Ariella Granett,2023-02-19 00:00:00 +0300,"I believe any interurban passenger flight shorter than 2,000 miles should not need to exist, and that reliable, efficient alternatives should be readily accessible to all. As a resident of one of America's heartland extraction states, I argue it is our imperative not only to fight for the earth, but intimately experience it as well. Here's to a ground-bound 2023!",/images/image-asset.jpeg,https://flightfree.org/stories-3/sam-dahnert-wyoming,2023-02-19-sam-dahnert-wyoming.md
"Christopher Travers, California",Ariella Granett,2023-02-14 00:00:00 +0300,"My husband and I have not flown since 2017. There are several reasons for this...chiefly, flying is no longer ""fun"" - it is a chore, a bore, anger-causing, arduous, and unrewarding. When flying becomes that troublesome, why fly? Our climate concerns were certainly a part of that decision. We did not own a car for the 25 years that we lived in Chicago, we did not need one, and we did not want one. We moved to Los Angeles 15 years ago and it was then that we bought our first car - a hybrid - but in 15 years we still have not put 80,000 miles on it. We have watched California and the world transform during the 15 years we have been here. Drought and horrible wildfires that destroyed our favorite State Park (Malibu Creek) have only grown worse and worse during our time here. We do whatever we can to make the situation better. Not Flying is the least we can do! But we will never fly again...",/images/image-asset.jpeg,https://flightfree.org/stories-3/christopher-travers-california,2023-02-14-christopher-travers-california.md
"Isabella David McCaffrey, Pennsylvania",Ariella Granett,2023-02-14 00:00:00 +0300,"At first, I found the whole burning-our-own-home down to the ground thing too terrifying to approach full-on.I began blogging about sustainable style in about 2016. I describe sustainable style as my gateway drug to what is happening to the environment and what we're doing to the climate. I learned about sustainability in the fashion world, and how it ties in a myriad ways with sustainability in general. As I learned more and was able to hold a dialogue with my scientist sister, an effluvial geomorphologist, and other climate activists, I began to make more sustainable changes in my life—I experienced how none of the changes were particularly hard and all of them increased the quality of my life. Making conscious choices imbued my daily tasks with grace and have helped me take a deeper pleasure in living.",/images/Isabella.jpg,https://flightfree.org/stories-3/isabella-david-mccaffrey-pennsylvania,2023-02-14-isabella-david-mccaffrey-pennsylvania.md
"Sandy & Jeff Granett, California",Ariella Granett,2023-02-12 00:00:00 +0300,We pledge to fly less and only to occasionally visit family in Europe. Friends in the USA can meet us at Amtrak! We are fortunate to live in a cycling town which allows us to use our car less. This is just one of the ways we contribute to the cause of climate justice and to a better world for those who come after us.,/images/20230212_113815.jpg,https://flightfree.org/stories-3/sandy-amp-jeff-granett-california,2023-02-12-sandy-jeff-granett-california.md
"Kellie Parr, Georgia",Ariella Granett,2023-02-12 00:00:00 +0300,"I really dislike flying commercial airlines (and LOVE the planet!), so this is a no-brainer! But I love to travel... went on a 10,000 mile cross-country RV trip a few years ago—in a bit of a gas guzzler, but still better than flying. Now, I have a camper and a plug-in hybrid to tow it. Much better! Also, I'm a sailor, so when I want to go to Europe, I'll sail over myself. Keep up the good work, Flight Free USA!!",/images/image-asset.jpeg,https://flightfree.org/stories-3/kellie-parr-georgia,2023-02-12-kellie-parr-georgia.md
"Kristie Miller, DC",Ariella Granett,2023-02-12 00:00:00 +0300,My grandchildren deserve a world without climate change. I plan to travel by train.,/images/image-asset.jpeg,https://flightfree.org/stories-3/kristie-miller-dc,2023-02-12-kristie-miller-dc.md
"Manu, Karnataka, India",Ariella Granett,2023-02-12 00:00:00 +0300,"It's amoral to keep emitting and leave the world so much worse off for our children and the unprotected flora and fauna of the world. If you’re not from the main historically emitting economies or not part of the boomer generation, it misses the point to say “they created this disaster, let them fix it”. Because it’s your kids in India, Africa, and the poorer parts of Asia and South America that are going to bear the burden no matter who created it. There’s pride to be had in rising up to the biggest challenge of our day and making an individual contribution. So that when your kids grow up and ask you “where were you when the world was falling apart”, you’ll have a story. What greater purpose than that can there be.",/images/image-asset.jpeg,https://flightfree.org/stories-3/manu-india,2023-02-12-manu-karnataka-india.md
"Kathy Parker, Washington",Ariella Granett,2023-02-12 00:00:00 +0300,"I pledged to not fly from 2019 through 2023 in order to reduce global carbon emissions, reduce fossil fuel consumption, reduce global spread of pandemics, and reduce my chances of catching a virus. My last flight was December 2018 to Saipan for work when I caught a cold on the plane and was sick for my whole trip. My travel will be local or within CONUS with my electric car, fueled by my PV system.",/images/image-asset.jpeg,https://flightfree.org/stories-3/kathy-parker-washington,2023-02-12-kathy-parker-washington.md
"Kirk Francis, Hawai'i",Ariella Granett,2023-02-12 00:00:00 +0300,Why flight free?As we say on the Big Island: I stay here!,/images/image-asset.jpeg,https://flightfree.org/stories-3/kirk-francis-hawaii,2023-02-12-kirk-francis-hawai-i.md
"Zac Bellinger, New York",Ariella Granett,2023-02-12 00:00:00 +0300,I will Amtrak or stay put. I've also hitchhiked extensively and can do more. All of my needs can be fulfilled within North America. Burning fossil fuels to leave the continent is ridiculous.,/images/image-asset.jpeg,https://flightfree.org/stories-3/zac-bellinger-new-york,2023-02-12-zac-bellinger-new-york.md
"Jim Mathys, California",Ariella Granett,2023-02-12 00:00:00 +0300,"I look at our planet as a gift from GOD and not flying is a form of honoring GODS gift. Our air, water and soil are gifts to be stewarded. Christians and other faith communities should be leading the way on changing our cultural systems as a form of worship. I take trains and drive a hybrid car, looking to get an electric truck or car for our next vehicle.",/images/image-asset.jpeg,https://flightfree.org/stories-3/jim-mathys-california,2023-02-12-jim-mathys-california.md
"Chris Gish, Vermont",Ariella Granett,2023-02-11 00:00:00 +0300,"There is magic to traveling patiently and slowly. I don't have a car, so I bike, walk, use public transit or rideshare to get where I need to go. This likely means I go fewer places, but it also means I actually process my location in the world, where I am going, and the materiality of getting there. It's only natural to extend these habits to avoiding flying. As a young person, I care more about a livable future than the convenience of fossil aviation.Too many people, including most young people I know, treat flying as a sort of birthright and undeniable privilege. To visit anywhere on Earth in a matter of hours, without having to reckon with the space in between. Particularly, to visit beautiful places without having to see the sacrificed and hurting places in between. I dream of a world where we open up to the hurting people and places of the world and do what we can to heal them, rather than fly over and make the problem worse.Chris is on the far right in this photo.",/images/0813220830_HDR.JPG,https://flightfree.org/stories-3/chris-gish-vermont,2023-02-11-chris-gish-vermont.md
"Charlie Cote, California",Ariella Granett,2023-02-11 00:00:00 +0300,"I have not travelled by plane since 2019. My reasons for using other means of transportation are not only concern for the climate. It is my hope that if more people use trains and other forms of transport, the change in popularity might also be followed by changes in infrastructure and costs.",/images/image-asset.png,https://flightfree.org/stories-3/charlie-cote-california,2023-02-11-charlie-cote-california.md
"Bar Shirtcliff, Oregon",Ariella Granett,2023-02-11 00:00:00 +0300,"I haven't flown since learning of Greta Thunberg's refusal to fly across the Atlantic, opting instead to travel by sailboat, back in 2019. If she can find climate friendly ways to get where she needs to go, so can I!I haven't had much pushback. Employers want me to come to company parties, for which I'm supposed to travel by plane. Or they want me to travel for quarterly planning, other such things. I simply say no and explain why I feel that damaging the climate to go to a party or participate in a planning exercise is frivolous, and so far no one has pressed me further. It was much harder to give up traveling to see family, but last year my brother and his little clan finally moved back to Oregon, after more than 20 years in other states, so this issue has resolved - possibly at least partly because I couldn't bring myself to fly anymore.When I learned of Thunberg's choice, I finally realized what a big deal air travel is, and even without any pledge, I could no longer fly. I'm really pleased to see this beginning to build into a movement. Since 2019 I've felt rather alone in refusing to fly. Now I know I have at least a little company.",/images/bar.jpg,https://flightfree.org/stories-3/bar-shirtcliff-oregon,2023-02-11-bar-shirtcliff-oregon.md
"Cynthia Starr, Ohio",Ariella Granett,2023-02-11 00:00:00 +0300,"I have flown once since 2018. I drive an EV about 2,500 miles a year and am currently planning my second trip to New York via Amtrak. The train ride from Cincinnati is about 18 hours, but traveling in a sleeper car is truly enjoyable, providing time to read, think, sleep and just watch the country pass by. Thank you for launching Flight Free USA!",/images/unnamed+%282%29.jpg,https://flightfree.org/stories-3/cynthia-starr-ohio,2023-02-11-cynthia-starr-ohio.md
"Larkin Willis, Oregon",Ariella Granett,2023-02-11 00:00:00 +0300,"There aren’t many things I can do to help regarding climate change as one individual. This, for me, was a no brainer. I thought it would feel like a huge sacrifice since I have historically been a world traveler. Nope.",/images/IMG_0301.jpg,https://flightfree.org/stories-3/larkin-willis-oregon,2023-02-11-larkin-willis-oregon.md
"Helen Flannery, Vermont",Ariella Granett,2023-02-08 00:00:00 +0300,"I have flown on a lot of airplanes in my life. They have taken me to spectacular places, let me keep in touch with far-flung friends and family, and enabled some of the most fulfilling experiences I've ever had.On all the trips I took, I never thought about the effect that the emissions from my flying were having on our planet—which is ridiculous.I've been worried about climate change for decades. I don't have children. I grow much of my own produce. I am eating more of a plant-based diet. I wash and redeploy every plastic bag I use. But it wasn't until I started following the activism of Peter Kalmus and George Monbiot that I learned that one of the most helpful lifestyle changes I could make was not to fly.My goal right now is to reserve the rest of my lifetime plane travel only for visits to see my father and to get to a few specific places I have always wanted to see. I will figure out how to use trains, boats, buses, and cars to get everywhere else.I think some people might see not flying at will as a sacrifice. But if it is, it's one that you can only make if you are privileged enough to have the option of flying in the first place. And it's a relatively small step I can take to try to mitigate what I've already done.",/images/Helen_Snowshoe+%281%29.jpg,https://flightfree.org/stories-3/helen-flannery-vermont,2023-02-08-helen-flannery-vermont.md
"Lily Donohue, Oregon",Ariella Granett,2023-02-08 00:00:00 +0300,I am flight free this year for my son’s future! Our goal is to fly no more than one trip every other year. This is our off year.,/images/image-asset.jpeg,https://flightfree.org/stories-3/lily-donohue-oregon,2023-02-08-lily-donohue-oregon.md
"Dorothy O'Brien, Washington",Ariella Granett,2023-02-08 00:00:00 +0300,"I have always felt flying was perverse. It is not only utterly unnatural for humans to fly off into the atmosphere, it is uniquely natural to humans to believe they should do so, as in, ""If we can do something, we should do something."" While we can do so little about our complicity in shipment by air, albeit humans or cargo, let's do what is within our control - don't fly. I will get in my 32 mpg car (not an EV, because EV's are also a natural resource nightmare - so pick your poison), drive to my mountains, seas, deserts and the like, west of the Continental Divide. I am human. I am ambulatory, nomadic, and curious. I live in the West, but my family lives in the East. That's what Skype and Facetime are for. Any true relationship accommodates distance. And then after we stop flying, we can stop having children. Oh, that pesky population problem. . .",/images/IMG_2863.jpg,https://flightfree.org/stories-3/dorothy-obrien-washington,2023-02-08-dorothy-o-brien-washington.md
"Josh Spodek, New York City",Ariella Granett,2023-02-08 00:00:00 +0300,"Digging for oil displaces and kills communities, cultures, and wildlife. Pollution kills people and wildlife by poisoning air, land, and water. Leading people to live far apart tears apart families, communities, and nations as cars do with cities. People think of planes bringing them to distant loved ones, forgetting that flying in general makes them far away in the first place, relying on planes to fix the problem that planes created. Planes made a virus into a global pandemic overnight.I pledge not flying in 2023 because not flying in 2022 made it far better than it would have been, just like 2021, 2020, 2019, 2018, 2017, and most of 2016, when I first challenged myself to go a year without flying. I expected the worst year of my life. Instead, it's led to more time with family, more community, more control over my career, more savings, more adventure, more connection with other cultures instead of polluting them, and I could go on. Who would have guessed?!?!It replaced feeling entitled with feeling humble. Life isn't about what I'm missing out there but what I create, wherever I am, whomever I'm with.Joshua SpodekPhD MBABio|TEDx talks|Podcast|Favorite blog postsSystemic change begins with personal change, which you'll love. Some of my changes:Months with my apartment off the grid in Manhattan8(and counting)Loads of garbage per year:1 in '17, 1 in '18,1 in '19,0 in '20,0 in '21, 0 in '22 so farDays picking up at least one piece of litter:2,067and countingYears not flying:6and countingAverage electric bill in 2022:$0.52Annual carbon emissions:about 1 tonDaily burpees:202,085and countingDaily blog posts:4,833and countingGratitude emails in a week:70Resting pulse:~50 bpmDaily average spent on fitness:< $0.20",/images/JoshuaSpodek_roof04_web.jpg,https://flightfree.org/stories-3/josh-spodek-new-york-city,2023-02-08-josh-spodek-new-york-city.md
"Linda Zielinski, Washington",Ariella Granett,2023-02-07 00:00:00 +0300,"When I look back at the few times in my 75-year old life that I've flown, most of those times were really for entertainment, disguised as ""cultural enrichment"". These travels didn't make me a happier person in the long haul; giving my energy to the place I live and love does that for me! I've flown a few times to see family, but found I preferred taking buses and trains, as I missed seeing the countryside that only showed up like a video out the airplane windows. Life is lovely right where I am, no jet lag, no getting up early to catch a flight, no standing in line with frustrated travelers. Sept 11, 200l was horrible, yes. But I remember the two days of quiet skies that followed. That was dear to me. Doubt I'll experience it again",/images/image-asset.jpeg,https://flightfree.org/stories-3/linda-zielinski-washington,2023-02-07-linda-zielinski-washington.md
"Greg Spooner, California",Ariella Granett,2023-02-05 00:00:00 +0300,"Aviation travel is one of the most profligate emissions activities most well off humans can do - and jet travel is just not very necessary in most cases. We can't “individual” our way out of the #ClimateEmergency, but once one truly understands the real nature of the emergency, reducing or eliminating jet travel is simply something one has to do. I haven’t flown since Sept 2019. I will be flying in the autumn of 2023 to take part in some long-delayed volunteer training work in Zambia. But I plan to stay a long while so that the big emissions associated with such a journey has the greatest benefit.  I've been involved in climate activism for some years now, and as a member of ScientistRebellion.com, I've engaged in non-violent direct actions for climate justice, including the recent campaign against private and luxury jet travel.  You can read more about that campaign athttps://makethempay.info/andstay-grounded.org.  I urge everyone to step up their personal commitment to reducing flying in their own life and to join with those of us organizing against the climate crisis.  Especially my scientist colleagues, who even today are mostly standing on the sidelines.  Please join us and reach out to me personally if you want help getting started!",/images/image-asset.jpeg,https://flightfree.org/stories-3/greg-spooner-california,2023-02-05-greg-spooner-california.md
"Robin Lloyd, Vermont",Dan Castrigano,2023-02-04 00:00:00 +0300,"I mulled over whether I should sign up for the “Infrequent Flyers Club” or Flight Free, and I realized that my significant others—my son, my siblings, and the United Nations—are all within train or car reach. So yes, I commit to be Flight Free for 2023!",/images/xmas+07+edit+%281%29.png,https://flightfree.org/stories-3/robin-lloyd-vermont,2023-02-04-robin-lloyd-vermont.md
"JANET MADILL, OREGON",Ariella Granett,2023-01-29 00:00:00 +0300,I stopped flying in 2008 after looking at my individual carbon footprint! This clearly was the biggest change I could make. “Living Lightly” as we happily call it has also led to all sorts of other changes and usually increasing joy. However right now many more people seem to be flying…Many thanks for putting out these pledges. I hope it helps turn many people in more deeply beneficial directions for us and for all future generations.,/images/image-asset.jpeg,https://flightfree.org/stories-3/janet-madill-oregon,2023-01-29-janet-madill-oregon.md
"Parke Wilde, Massachusetts",Ariella Granett,2023-01-29 00:00:00 +0300,"I won't fly in 2023 because of the climate crisis.A long time ago, back in 2014, I resolved not to fly unless ""truly necessary"" and then found to my shock that none of my flights, neither for work or family or pleasure, turned out to be strictly necessary. I know this isn't true for everybody. To maintain my career, I use a mix of online meetings and overland travel. For recreation, my spouse and I have had 8 wonderful years of travel adventures by train, bus, boat, and bicycle instead of flying.Parke Wilde is an academic who co-founded Flying Less, an initiative focused on reducing academia’s carbon footprint. Aviation is responsible for a large fraction of total emissions in universities and research institutions. The Flying Less initiative calls for rapid reductions in total flying, while preserving the good that academia does in the world.ThisTravel Petitionhas specific actions for universities, professional associations, research funders, and individual academics (including faculty, students, and staff). Learn more athttps://sites.tufts.edu/flyingless/.Enjoy Parke Wilde’s mock travel and tourism showYouTube video series: Lifestyles of the NOT Jet Setwhich provides a window into his personal and professional experience of travelling flight free around the U.S.",/images/image-asset.jpeg,https://flightfree.org/stories-3/parke-wilde-massachusetts,2023-01-29-parke-wilde-massachusetts.md
"Art Weaver, New York",Ariella Granett,2023-01-22 00:00:00 +0300,"I have not flown for over 5 years now but may be forced to in 2023 if I relocate outside the continental US. But if so, it will be a one-way, one-time flight. After that, I'll upgrade my “infrequent” pledge to “flight-free” forever. Well, not truly flight-free... I'm looking forward to hang gliding or possibly piloting a solar-powered ultralight aircraft. And by the way, train travel is awesome. Dreams and imagination put into action create a better world—we don't have to accept the status quo.",/images/image-asset.jpeg,https://flightfree.org/stories-2/art-weaver-new-york,2023-01-22-art-weaver-new-york.md
"Shelley Bourdon, Virginia",Ariella Granett,2023-01-22 00:00:00 +0300,"I travel now by car or by train (if possible), and because I don't plan to fly anymore I didn't renew my passport last year.",/images/ShelleyBourdon+Picture.jpg,https://flightfree.org/stories-2/shelley-bourdon-virginia,2023-01-22-shelley-bourdon-virginia.md
"Norma Bauer, Michigan",Ariella Granett,2023-01-21 00:00:00 +0300,"I don't want jet fuel and its exhaust poisoning the atmosphere and causing environmental disasters. I'll take Amtrak. Even though it takes a lot longer, it’s the most climate-friendly way to travel. No TSA delays, plenty of storage, and all the conveniences—food, WiFi, a place to sleep, and a shower. Plus, I get to see the country and its geography at ground level. The porters are so helpful! I love the scenicruiser cars! A good deal. No waiting for luggage! Why doesn't everyone do this?",/images/image-asset.jpeg,https://flightfree.org/stories-2/norma-bauer-michigan,2023-01-21-norma-bauer-michigan.md
"Bob Cherry, North Carolina",Ariella Granett,2023-01-10 00:00:00 +0300,Why did you pledge Flight Free 2023 and what are your travel alternatives to flying?I’m retired so there is less hurry to get places. Looking forward to seeing the land I’m traveling through.,/images/BIBE+-+Bob+at+top+of+Lost+Mine+Trail+Jan+2012.jpg,https://flightfree.org/stories-2/bob-cherry-north-carolina,2023-01-10-bob-cherry-north-carolina.md
"Joanne McGarry, California",Ariella Granett,2023-01-06 00:00:00 +0300,"May more folks forgo flying for 2023.Since the turn of the century, I have flown roundtrip only twice from Northern California to Southern California for family funerals. I really have lost interest in air travel as a means of getting from one place to another as the time and energy and rigamarole involved is not worth any ""convenience"" shoving a bunch of humans into a tube to take flight to a destination involves. The climate reality necessitates a collective commitment to reducing our collective greenhouse gas emissions. It starts with me.",/images/image-asset.jpeg,https://flightfree.org/stories-2/joanne-mcgarry-california,2023-01-06-joanne-mcgarry-california.md
